season,away_team,home_team,plus_minus_diff,netrtg_diff,pie_diff,winner
2014,MILWAUKEE BUCKS,TORONTO RAPTORS,11.4,11.6,6.3,1
2014,MIAMI HEAT,WASHINGTON WIZARDS,-3.5,-3.8,-3.5,1
2014,CHARLOTTE BOBCATS,ATLANTA HAWKS,-0.3,-0.3,-0.6,0
2014,ORLANDO MAGIC,CHICAGO BULLS,7.3,7.6,6.2,1
2014,SAN ANTONIO SPURS,HOUSTON ROCKETS,-3.1,-3.5,-2.1,1
2014,OKLAHOMA CITY THUNDER,NEW ORLEANS PELICANS,-9,-9.4,-6,1
2014,LOS ANGELES LAKERS,UTAH JAZZ,-0.9,-1.6,-0.9,0
2014,MEMPHIS GRIZZLIES,PHOENIX SUNS,1,0.9,-0.9,0
2014,MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,2.1,2.3,0.9,1
2014,NEW YORK KNICKS,BROOKLYN NETS,-0.2,-0.2,0.2,0
2014,DENVER NUGGETS,LOS ANGELES CLIPPERS,9.1,9.5,6.7,1
2014,CHICAGO BULLS,CHARLOTTE BOBCATS,-2.1,-2.3,-2,1
2014,INDIANA PACERS,ORLANDO MAGIC,-9.8,-10.4,-7.9,0
2014,WASHINGTON WIZARDS,BOSTON CELTICS,-5.8,-5.9,-4.3,0
2014,BROOKLYN NETS,CLEVELAND CAVALIERS,-2.3,-2.3,-2.3,1
2014,DALLAS MAVERICKS,MEMPHIS GRIZZLIES,-0.8,-0.6,-0.3,1
2014,PHILADELPHIA 76ERS,MIAMI HEAT,15.3,15.1,11.3,0
2014,ATLANTA HAWKS,MILWAUKEE BUCKS,-7.7,-7.6,-5.3,0
2014,UTAH JAZZ,MINNESOTA TIMBERWOLVES,9.9,10.2,6.8,0
2014,HOUSTON ROCKETS,NEW ORLEANS PELICANS,-7.3,-7.6,-5.1,1
2014,TORONTO RAPTORS,NEW YORK KNICKS,-4,-4.4,-2.2,1
2014,DETROIT PISTONS,OKLAHOMA CITY THUNDER,10,10.1,7.9,1
2014,LOS ANGELES LAKERS,SAN ANTONIO SPURS,14,14.1,9.5,0
2014,GOLDEN STATE WARRIORS,DENVER NUGGETS,-6.9,-7.1,-4.7,0
2014,LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,-3,-3.1,-2.4,1
2014,PHOENIX SUNS,SACRAMENTO KINGS,-5.5,-5.3,-3.6,0
2014,BROOKLYN NETS,TORONTO RAPTORS,4.2,4.6,2,0
2014,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,2.2,2.4,2,0
2014,ATLANTA HAWKS,INDIANA PACERS,4.9,5.4,4.3,0
2014,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,4.7,4.7,2.5,1
2014,DALLAS MAVERICKS,SAN ANTONIO SPURS,5.3,5.8,3.4,1
2014,CHARLOTTE BOBCATS,MIAMI HEAT,5,5.5,3.1,1
2014,WASHINGTON WIZARDS,CHICAGO BULLS,0.6,0.6,2.4,0
2014,PORTLAND TRAIL BLAZERS,HOUSTON ROCKETS,0.6,0.4,1,0
2014,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,4.7,4.7,2.5,0
2014,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,2.2,2.4,2,1
2014,ATLANTA HAWKS,INDIANA PACERS,4.9,5.4,4.3,1
2014,BROOKLYN NETS,TORONTO RAPTORS,4.2,4.6,2,1
2014,WASHINGTON WIZARDS,CHICAGO BULLS,0.6,0.6,2.4,0
2014,CHARLOTTE BOBCATS,MIAMI HEAT,5,5.5,3.1,1
2014,DALLAS MAVERICKS,SAN ANTONIO SPURS,5.3,5.8,3.4,0
2014,PORTLAND TRAIL BLAZERS,HOUSTON ROCKETS,0.6,0.4,1,0
2014,INDIANA PACERS,ATLANTA HAWKS,-4.9,-5.4,-4.3,1
2014,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,-4.7,-4.7,-2.5,1
2014,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,-2.2,-2.4,-2,0
2014,TORONTO RAPTORS,BROOKLYN NETS,-4.2,-4.6,-2,1
2014,CHICAGO BULLS,WASHINGTON WIZARDS,-0.6,-0.6,-2.4,0
2014,HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,-0.6,-0.4,-1,0
2014,INDIANA PACERS,ATLANTA HAWKS,-4.9,-5.4,-4.3,0
2014,SAN ANTONIO SPURS,DALLAS MAVERICKS,-5.3,-5.8,-3.4,1
2014,MIAMI HEAT,CHARLOTTE BOBCATS,-5,-5.5,-3.1,0
2014,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,-4.7,-4.7,-2.5,0
2014,CHICAGO BULLS,WASHINGTON WIZARDS,-0.6,-0.6,-2.4,1
2014,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,-2.2,-2.4,-2,1
2014,TORONTO RAPTORS,BROOKLYN NETS,-4.2,-4.6,-2,0
2014,HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,-0.6,-0.4,-1,1
2014,MIAMI HEAT,CHARLOTTE BOBCATS,-5,-5.5,-3.1,0
2014,ATLANTA HAWKS,INDIANA PACERS,4.9,5.4,4.3,0
2014,SAN ANTONIO SPURS,DALLAS MAVERICKS,-5.3,-5.8,-3.4,0
2014,WASHINGTON WIZARDS,CHICAGO BULLS,0.6,0.6,2.4,0
2014,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,4.7,4.7,2.5,0
2014,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,2.2,2.4,2,1
2014,DALLAS MAVERICKS,SAN ANTONIO SPURS,5.3,5.8,3.4,1
2014,BROOKLYN NETS,TORONTO RAPTORS,4.2,4.6,2,1
2014,PORTLAND TRAIL BLAZERS,HOUSTON ROCKETS,0.6,0.4,1,1
2014,INDIANA PACERS,ATLANTA HAWKS,-4.9,-5.4,-4.3,0
2014,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,-4.7,-4.7,-2.5,0
2014,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,-2.2,-2.4,-2,1
2014,TORONTO RAPTORS,BROOKLYN NETS,-4.2,-4.6,-2,1
2014,SAN ANTONIO SPURS,DALLAS MAVERICKS,-5.3,-5.8,-3.4,1
2014,HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,-0.6,-0.4,-1,1
2014,ATLANTA HAWKS,INDIANA PACERS,4.9,5.4,4.3,1
2014,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,4.7,4.7,2.5,1
2014,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,2.2,2.4,2,1
2014,BROOKLYN NETS,TORONTO RAPTORS,4.2,4.6,2,0
2014,DALLAS MAVERICKS,SAN ANTONIO SPURS,5.3,5.8,3.4,1
2014,WASHINGTON WIZARDS,INDIANA PACERS,3.1,3.4,4.1,0
2014,LOS ANGELES CLIPPERS,OKLAHOMA CITY THUNDER,-0.7,-0.9,-0.5,0
2014,BROOKLYN NETS,MIAMI HEAT,5.8,6.4,4.7,1
2014,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,3.7,3.9,3.1,1
2014,WASHINGTON WIZARDS,INDIANA PACERS,3.1,3.4,4.1,1
2014,LOS ANGELES CLIPPERS,OKLAHOMA CITY THUNDER,-0.7,-0.9,-0.5,1
2014,BROOKLYN NETS,MIAMI HEAT,5.8,6.4,4.7,1
2014,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,3.7,3.9,3.1,1
2014,INDIANA PACERS,WASHINGTON WIZARDS,-3.1,-3.4,-4.1,0
2014,OKLAHOMA CITY THUNDER,LOS ANGELES CLIPPERS,0.7,0.9,0.5,0
2014,MIAMI HEAT,BROOKLYN NETS,-5.8,-6.4,-4.7,1
2014,SAN ANTONIO SPURS,PORTLAND TRAIL BLAZERS,-3.7,-3.9,-3.1,0
2014,OKLAHOMA CITY THUNDER,LOS ANGELES CLIPPERS,0.7,0.9,0.5,1
2014,INDIANA PACERS,WASHINGTON WIZARDS,-3.1,-3.4,-4.1,0
2014,MIAMI HEAT,BROOKLYN NETS,-5.8,-6.4,-4.7,0
2014,SAN ANTONIO SPURS,PORTLAND TRAIL BLAZERS,-3.7,-3.9,-3.1,1
2014,WASHINGTON WIZARDS,INDIANA PACERS,3.1,3.4,4.1,0
2014,LOS ANGELES CLIPPERS,OKLAHOMA CITY THUNDER,-0.7,-0.9,-0.5,1
2014,BROOKLYN NETS,MIAMI HEAT,5.8,6.4,4.7,1
2014,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,3.7,3.9,3.1,1
2014,INDIANA PACERS,WASHINGTON WIZARDS,-3.1,-3.4,-4.1,0
2014,OKLAHOMA CITY THUNDER,LOS ANGELES CLIPPERS,0.7,0.9,0.5,0
2014,MIAMI HEAT,INDIANA PACERS,-0.4,-0.4,0.6,1
2014,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,1.4,1.7,1.2,1
2014,MIAMI HEAT,INDIANA PACERS,-0.4,-0.4,0.6,0
2014,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,1.4,1.7,1.2,1
2014,INDIANA PACERS,MIAMI HEAT,0.4,0.4,-0.6,1
2014,SAN ANTONIO SPURS,OKLAHOMA CITY THUNDER,-1.4,-1.7,-1.2,1
2014,INDIANA PACERS,MIAMI HEAT,0.4,0.4,-0.6,1
2014,SAN ANTONIO SPURS,OKLAHOMA CITY THUNDER,-1.4,-1.7,-1.2,1
2014,MIAMI HEAT,INDIANA PACERS,-0.4,-0.4,0.6,1
2014,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,1.4,1.7,1.2,1
2014,INDIANA PACERS,MIAMI HEAT,0.4,0.4,-0.6,1
2014,SAN ANTONIO SPURS,OKLAHOMA CITY THUNDER,-1.4,-1.7,-1.2,0
2014,MIAMI HEAT,SAN ANTONIO SPURS,2.9,3,1.6,1
2014,MIAMI HEAT,SAN ANTONIO SPURS,2.9,3,1.6,0
2014,SAN ANTONIO SPURS,MIAMI HEAT,-2.9,-3,-1.6,0
2014,SAN ANTONIO SPURS,MIAMI HEAT,-2.9,-3,-1.6,0
2014,MIAMI HEAT,SAN ANTONIO SPURS,2.9,3,1.6,1
2015,ORLANDO MAGIC,NEW ORLEANS PELICANS,6.5,6.7,5.3,1
2015,DALLAS MAVERICKS,SAN ANTONIO SPURS,3.3,3.1,2.4,1
2015,HOUSTON ROCKETS,LOS ANGELES LAKERS,-10.2,-10.5,-5.9,0
2015,MILWAUKEE BUCKS,CHARLOTTE HORNETS,-3.6,-4,-2.9,1
2015,PHILADELPHIA 76ERS,INDIANA PACERS,9.3,9.2,7.9,1
2015,ATLANTA HAWKS,TORONTO RAPTORS,-2.3,-2.8,-3.4,1
2015,WASHINGTON WIZARDS,MIAMI HEAT,-3.3,-3.6,-3.3,1
2015,BROOKLYN NETS,BOSTON CELTICS,3.1,3.3,1.8,1
2015,CHICAGO BULLS,NEW YORK KNICKS,-12.3,-13.1,-8.8,0
2015,MINNESOTA TIMBERWOLVES,MEMPHIS GRIZZLIES,12,12.6,7.7,1
2015,DETROIT PISTONS,DENVER NUGGETS,-2.5,-2.2,-1.3,1
2015,HOUSTON ROCKETS,UTAH JAZZ,-3.2,-3.3,-0.2,0
2015,LOS ANGELES LAKERS,PHOENIX SUNS,5.9,6,4.1,1
2015,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,-13.8,-13.6,-8.4,0
2015,OKLAHOMA CITY THUNDER,PORTLAND TRAIL BLAZERS,2,2.2,1.7,1
2015,WASHINGTON WIZARDS,ORLANDO MAGIC,-6.4,-6.5,-7,0
2015,NEW YORK KNICKS,CLEVELAND CAVALIERS,13.8,14.9,7.3,0
2015,DETROIT PISTONS,MINNESOTA TIMBERWOLVES,-7.8,-8,-2.5,1
2015,UTAH JAZZ,DALLAS MAVERICKS,2.7,3.1,1.4,1
2015,OKLAHOMA CITY THUNDER,LOS ANGELES CLIPPERS,4.4,4.8,3.5,1
2015,MEMPHIS GRIZZLIES,INDIANA PACERS,-2.9,-3.3,-2.5,0
2015,CLEVELAND CAVALIERS,CHICAGO BULLS,-1.5,-1.8,1.5,0
2015,PHILADELPHIA 76ERS,MILWAUKEE BUCKS,9.4,9.6,8.5,1
2015,SAN ANTONIO SPURS,PHOENIX SUNS,-7.1,-7.4,-5.4,1
2015,PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,-7.9,-8,-3.7,1
2015,LOS ANGELES CLIPPERS,LOS ANGELES LAKERS,-13.4,-14,-9,0
2015,MEMPHIS GRIZZLIES,CHARLOTTE HORNETS,-6.4,-6.9,-4.8,0
2015,DALLAS MAVERICKS,NEW ORLEANS PELICANS,-2.1,-2.4,-1.3,0
2015,TORONTO RAPTORS,ORLANDO MAGIC,-8.8,-9,-5.1,0
2015,MIAMI HEAT,PHILADELPHIA 76ERS,-6.4,-6,-6.6,0
2015,MILWAUKEE BUCKS,WASHINGTON WIZARDS,0.3,0,1.4,1
2015,INDIANA PACERS,ATLANTA HAWKS,5.1,5.7,3.5,1
2015,BROOKLYN NETS,DETROIT PISTONS,1.9,1.9,-0.2,0
2015,BOSTON CELTICS,HOUSTON ROCKETS,3.2,3.1,1.1,1
2015,CHICAGO BULLS,MINNESOTA TIMBERWOLVES,-11.8,-12.1,-7.6,0
2015,DENVER NUGGETS,OKLAHOMA CITY THUNDER,5.7,5.4,4,1
2015,PHOENIX SUNS,UTAH JAZZ,1.1,1.2,1.6,1
2015,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,16.9,17,11.9,1
2015,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,10.3,10.6,5.5,0
2015,TORONTO RAPTORS,MIAMI HEAT,-5.7,-6.1,-1.4,1
2015,CHARLOTTE HORNETS,NEW YORK KNICKS,-6.1,-6.7,-4.1,1
2015,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,-5.9,-5.6,-4.7,0
2015,HOUSTON ROCKETS,PHILADELPHIA 76ERS,-12.4,-12.4,-8.3,0
2015,OKLAHOMA CITY THUNDER,BROOKLYN NETS,-5.1,-5.1,-2.5,1
2015,NEW ORLEANS PELICANS,MEMPHIS GRIZZLIES,2.4,2.7,2.2,1
2015,BOSTON CELTICS,DALLAS MAVERICKS,2.7,2.9,2.3,1
2015,SACRAMENTO KINGS,DENVER NUGGETS,0.2,0.4,-2,0
2015,UTAH JAZZ,LOS ANGELES CLIPPERS,6.4,6.8,3.3,1
2015,MILWAUKEE BUCKS,INDIANA PACERS,-0.1,-0.4,-0.6,0
2015,HOUSTON ROCKETS,MIAMI HEAT,-6,-6.4,-1.7,0
2015,WASHINGTON WIZARDS,NEW YORK KNICKS,-10,-10.7,-8.4,0
2015,OKLAHOMA CITY THUNDER,TORONTO RAPTORS,0.9,1,0.1,1
2015,ORLANDO MAGIC,CHICAGO BULLS,8.7,8.9,7.4,1
2015,CHARLOTTE HORNETS,NEW ORLEANS PELICANS,4,4.2,2.6,1
2015,CLEVELAND CAVALIERS,PORTLAND TRAIL BLAZERS,-0.3,-0.5,0.8,1
2015,PHOENIX SUNS,LOS ANGELES LAKERS,-5.9,-6,-4.1,0
2015,MIAMI HEAT,CHARLOTTE HORNETS,-0.6,-0.4,-1,1
2015,ORLANDO MAGIC,PHILADELPHIA 76ERS,-3.3,-3.1,-2.9,0
2015,TORONTO RAPTORS,BOSTON CELTICS,-2.9,-2.8,-0.8,0
2015,MINNESOTA TIMBERWOLVES,BROOKLYN NETS,5.9,6.1,2.7,0
2015,NEW YORK KNICKS,DETROIT PISTONS,8.3,9,3.7,1
2015,CHICAGO BULLS,MILWAUKEE BUCKS,-2.6,-2.4,-1.8,0
2015,INDIANA PACERS,WASHINGTON WIZARDS,0.4,0.4,2,1
2015,ATLANTA HAWKS,SAN ANTONIO SPURS,0.8,0.4,0.5,1
2015,MEMPHIS GRIZZLIES,PHOENIX SUNS,-4.1,-4.6,-3.9,0
2015,CLEVELAND CAVALIERS,UTAH JAZZ,-4.3,-4.7,-0.7,1
2015,DENVER NUGGETS,SACRAMENTO KINGS,-0.2,-0.4,2,1
2015,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,3.5,3,2.9,1
2015,SAN ANTONIO SPURS,HOUSTON ROCKETS,-2.8,-2.9,-3.6,1
2015,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,1.3,1.1,0.1,1
2015,ATLANTA HAWKS,CHARLOTTE HORNETS,-8.6,-9.3,-5.8,1
2015,MINNESOTA TIMBERWOLVES,ORLANDO MAGIC,3.1,3.2,0.2,1
2015,CHICAGO BULLS,PHILADELPHIA 76ERS,-12,-12,-10.3,0
2015,INDIANA PACERS,BOSTON CELTICS,-0.1,0.1,-0.7,1
2015,NEW YORK KNICKS,BROOKLYN NETS,6.4,7.1,3.9,1
2015,MILWAUKEE BUCKS,DETROIT PISTONS,-1.4,-1.7,-3.3,1
2015,WASHINGTON WIZARDS,TORONTO RAPTORS,2.4,2.5,-1.9,1
2015,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,-1,-1.4,-2.5,0
2015,SACRAMENTO KINGS,PHOENIX SUNS,2.8,2.6,0.6,0
2015,DALLAS MAVERICKS,UTAH JAZZ,-2.7,-3.1,-1.4,0
2015,CLEVELAND CAVALIERS,DENVER NUGGETS,-8,-8.1,-4.9,0
2015,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,2.4,2.6,1.8,1
2015,WASHINGTON WIZARDS,INDIANA PACERS,-0.4,-0.4,-2,0
2015,NEW YORK KNICKS,ATLANTA HAWKS,14.7,16,9.9,1
2015,MINNESOTA TIMBERWOLVES,MIAMI HEAT,6.2,6.1,3.9,1
2015,BOSTON CELTICS,CHICAGO BULLS,2.8,2.7,3.1,0
2015,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,-6.7,-6.5,-6,0
2015,MEMPHIS GRIZZLIES,MILWAUKEE BUCKS,-2.8,-2.9,-1.9,1
2015,NEW ORLEANS PELICANS,SAN ANTONIO SPURS,5.4,5.5,3.7,0
2015,ORLANDO MAGIC,BROOKLYN NETS,2.8,2.9,2.5,1
2015,UTAH JAZZ,DETROIT PISTONS,-1.2,-1.2,-2.9,0
2015,SACRAMENTO KINGS,OKLAHOMA CITY THUNDER,5.9,5.8,2,1
2015,PHILADELPHIA 76ERS,TORONTO RAPTORS,12.1,12.1,8,1
2015,MIAMI HEAT,DALLAS MAVERICKS,5.5,6.2,2.9,0
2015,GOLDEN STATE WARRIORS,PHOENIX SUNS,-11,-11,-7.8,1
2015,DENVER NUGGETS,PORTLAND TRAIL BLAZERS,7.7,7.6,5.7,1
2015,CHARLOTTE HORNETS,LOS ANGELES LAKERS,-3.6,-3.7,-3.2,1
2015,NEW ORLEANS PELICANS,CLEVELAND CAVALIERS,3.7,4,0.6,1
2015,UTAH JAZZ,INDIANA PACERS,0.1,0.1,-0.2,1
2015,ATLANTA HAWKS,NEW YORK KNICKS,-14.7,-16,-9.9,0
2015,DETROIT PISTONS,CHICAGO BULLS,4,4.1,5.1,1
2015,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,0.4,0.6,-0.5,0
2015,ORLANDO MAGIC,TORONTO RAPTORS,8.8,9,5.1,1
2015,LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,10,10.6,8,1
2015,OKLAHOMA CITY THUNDER,MILWAUKEE BUCKS,-1.8,-1.5,0.6,1
2015,SACRAMENTO KINGS,DALLAS MAVERICKS,6.6,6.9,3.6,1
2015,CHARLOTTE HORNETS,PORTLAND TRAIL BLAZERS,7.4,7.7,4,1
2015,SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,3.9,3.6,2.4,0
2015,DETROIT PISTONS,WASHINGTON WIZARDS,1.7,1.7,4.7,1
2015,UTAH JAZZ,ATLANTA HAWKS,5.2,5.8,3.3,1
2015,OKLAHOMA CITY THUNDER,BOSTON CELTICS,-2,-1.8,-0.7,0
2015,INDIANA PACERS,MIAMI HEAT,-2.9,-3.2,-1.3,0
2015,ORLANDO MAGIC,NEW YORK KNICKS,-3.6,-4.2,-1.4,0
2015,LOS ANGELES LAKERS,NEW ORLEANS PELICANS,7.6,7.9,5.8,1
2015,PORTLAND TRAIL BLAZERS,DENVER NUGGETS,-7.7,-7.6,-5.7,0
2015,BROOKLYN NETS,PHOENIX SUNS,2,1.9,1.1,1
2015,HOUSTON ROCKETS,MINNESOTA TIMBERWOLVES,-12.2,-12.5,-5.6,0
2015,SACRAMENTO KINGS,MEMPHIS GRIZZLIES,6.9,7.2,4.5,1
2015,CHICAGO BULLS,TORONTO RAPTORS,0.1,0.1,-2.3,0
2015,PHILADELPHIA 76ERS,DALLAS MAVERICKS,11.9,12.2,9.5,1
2015,BROOKLYN NETS,GOLDEN STATE WARRIORS,13,12.9,8.9,1
2015,DENVER NUGGETS,INDIANA PACERS,3.8,3.5,4,0
2015,MILWAUKEE BUCKS,ORLANDO MAGIC,-6.1,-6.5,-5.6,1
2015,MIAMI HEAT,ATLANTA HAWKS,8,8.9,4.8,1
2015,CLEVELAND CAVALIERS,BOSTON CELTICS,-4.3,-4.5,-1.6,0
2015,UTAH JAZZ,NEW YORK KNICKS,-9.5,-10.2,-6.6,0
2015,PHILADELPHIA 76ERS,HOUSTON ROCKETS,12.4,12.4,8.3,1
2015,MINNESOTA TIMBERWOLVES,NEW ORLEANS PELICANS,9.6,9.9,5.5,1
2015,DETROIT PISTONS,OKLAHOMA CITY THUNDER,3.2,3.2,2.7,0
2015,CHARLOTTE HORNETS,PHOENIX SUNS,2.3,2.3,0.9,0
2015,SAN ANTONIO SPURS,LOS ANGELES LAKERS,-13,-13.4,-9.5,0
2015,ORLANDO MAGIC,WASHINGTON WIZARDS,6.4,6.5,7,1
2015,ATLANTA HAWKS,CLEVELAND CAVALIERS,-0.9,-1.1,-2.6,1
2015,UTAH JAZZ,TORONTO RAPTORS,2.9,3,-0.1,1
2015,INDIANA PACERS,CHICAGO BULLS,2.7,2.8,2.4,0
2015,DETROIT PISTONS,MEMPHIS GRIZZLIES,4.2,4.6,5.2,1
2015,MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,11.7,12.3,6.8,1
2015,BROOKLYN NETS,PORTLAND TRAIL BLAZERS,7.1,7.3,4.2,1
2015,SAN ANTONIO SPURS,SACRAMENTO KINGS,-9.9,-10,-6,1
2015,CHARLOTTE HORNETS,GOLDEN STATE WARRIORS,13.3,13.3,8.7,1
2015,PHOENIX SUNS,LOS ANGELES CLIPPERS,7.5,8,4.9,1
2015,DENVER NUGGETS,NEW YORK KNICKS,-5.8,-6.8,-2.4,1
2015,MILWAUKEE BUCKS,MIAMI HEAT,-3,-3.6,-1.9,0
2015,HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,-1.2,-1.3,-0.4,0
2015,GOLDEN STATE WARRIORS,LOS ANGELES LAKERS,-16.9,-17,-11.9,0
2015,DALLAS MAVERICKS,CHARLOTTE HORNETS,-6.1,-6.6,-3.9,0
2015,DENVER NUGGETS,CLEVELAND CAVALIERS,8,8.1,4.9,0
2015,PHOENIX SUNS,BOSTON CELTICS,1.1,1.4,0.7,0
2015,MIAMI HEAT,BROOKLYN NETS,-0.3,0,-1.2,0
2015,ORLANDO MAGIC,DETROIT PISTONS,4.7,4.8,2.3,0
2015,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,-0.2,0.1,2.1,1
2015,PHILADELPHIA 76ERS,SAN ANTONIO SPURS,15.2,15.3,11.9,1
2015,NEW ORLEANS PELICANS,PORTLAND TRAIL BLAZERS,3.4,3.5,1.4,1
2015,CHICAGO BULLS,LOS ANGELES CLIPPERS,3.6,3.9,1.1,0
2015,LOS ANGELES LAKERS,ATLANTA HAWKS,12.2,13,9,0
2015,NEW YORK KNICKS,MILWAUKEE BUCKS,9.7,10.7,7,1
2015,OKLAHOMA CITY THUNDER,UTAH JAZZ,-2,-2,0.2,1
2015,NEW ORLEANS PELICANS,SACRAMENTO KINGS,-4.5,-4.5,-2.3,0
2015,SAN ANTONIO SPURS,CLEVELAND CAVALIERS,-1.7,-1.5,-3.1,0
2015,CHARLOTTE HORNETS,INDIANA PACERS,3.5,3.6,2.3,1
2015,LOS ANGELES CLIPPERS,ORLANDO MAGIC,-12.3,-12.8,-8.5,0
2015,BOSTON CELTICS,PHILADELPHIA 76ERS,-9.2,-9.3,-7.2,0
2015,DALLAS MAVERICKS,WASHINGTON WIZARDS,-2.2,-2.6,0.4,0
2015,MILWAUKEE BUCKS,BROOKLYN NETS,-3.3,-3.6,-3.1,0
2015,PHOENIX SUNS,DETROIT PISTONS,-0.1,0,-1.3,0
2015,MEMPHIS GRIZZLIES,TORONTO RAPTORS,-0.1,-0.4,-2.4,1
2015,NEW YORK KNICKS,MINNESOTA TIMBERWOLVES,0.5,1,1.2,1
2015,OKLAHOMA CITY THUNDER,DENVER NUGGETS,-5.7,-5.4,-4,1
2015,LOS ANGELES LAKERS,HOUSTON ROCKETS,10.2,10.5,5.9,0
2015,LOS ANGELES CLIPPERS,MIAMI HEAT,-9.2,-9.9,-4.8,0
2015,CHICAGO BULLS,SACRAMENTO KINGS,-6.7,-6.7,-4.4,1
2015,ORLANDO MAGIC,CHARLOTTE HORNETS,2.5,2.5,2.7,0
2015,PHOENIX SUNS,PHILADELPHIA 76ERS,-8.1,-7.9,-6.5,0
2015,DETROIT PISTONS,ATLANTA HAWKS,6.4,7,6.2,1
2015,MILWAUKEE BUCKS,TORONTO RAPTORS,2.7,2.5,-0.5,1
2015,BOSTON CELTICS,MEMPHIS GRIZZLIES,3,3.2,3.2,1
2015,SAN ANTONIO SPURS,MINNESOTA TIMBERWOLVES,-15,-15.4,-9.2,0
2015,BROOKLYN NETS,OKLAHOMA CITY THUNDER,5.1,5.1,2.5,0
2015,CLEVELAND CAVALIERS,WASHINGTON WIZARDS,-3.8,-4.2,1.1,1
2015,LOS ANGELES LAKERS,DALLAS MAVERICKS,9.7,10.3,7.1,1
2015,NEW ORLEANS PELICANS,DENVER NUGGETS,-4.3,-4.1,-4.3,1
2015,UTAH JAZZ,GOLDEN STATE WARRIORS,9.9,9.8,6.2,1
2015,CHICAGO BULLS,PORTLAND TRAIL BLAZERS,1.2,1.3,-0.7,1
2015,PHOENIX SUNS,INDIANA PACERS,1.2,1.3,1.4,0
2015,MIAMI HEAT,ORLANDO MAGIC,-3.1,-2.9,-3.7,0
2015,TORONTO RAPTORS,CLEVELAND CAVALIERS,1.4,1.7,0.8,0
2015,PHILADELPHIA 76ERS,NEW YORK KNICKS,-0.3,-1.1,1.5,1
2015,DALLAS MAVERICKS,HOUSTON ROCKETS,0.5,0.2,-1.2,1
2015,SACRAMENTO KINGS,MINNESOTA TIMBERWOLVES,-5.1,-5.4,-3.2,0
2015,WASHINGTON WIZARDS,MILWAUKEE BUCKS,-0.3,0,-1.4,0
2015,BROOKLYN NETS,SAN ANTONIO SPURS,9.1,9.3,6.5,1
2015,NEW ORLEANS PELICANS,UTAH JAZZ,-0.6,-0.7,-0.1,0
2015,PORTLAND TRAIL BLAZERS,BOSTON CELTICS,-4,-4,-2.4,0
2015,LOS ANGELES CLIPPERS,MEMPHIS GRIZZLIES,-3.4,-3.4,-1,1
2015,CHARLOTTE HORNETS,MIAMI HEAT,0.6,0.4,1,1
2015,GOLDEN STATE WARRIORS,OKLAHOMA CITY THUNDER,-7.9,-7.8,-6.4,0
2015,DENVER NUGGETS,LOS ANGELES LAKERS,-3.3,-3.8,-1.5,0
2015,LOS ANGELES CLIPPERS,CHARLOTTE HORNETS,-9.8,-10.3,-5.8,0
2015,ORLANDO MAGIC,CLEVELAND CAVALIERS,10.2,10.7,5.9,1
